Plant ,Phytochemical,PubChemCID,PMID,Other Ref
Allium sativum,S-allyl-L-cysteine sulfoxide,9576089,12703902,
Allium sativum,(+)-S-allyl-L-cysteine sulfoxide,9576089,24237225,
Allium sativum,(+)-S-allyl-L-cysteine sulfoxide,9576089,17262437,
Allium sativum,S-allyl-L-cysteine sulfoxide,9576089,23416182,
Allium sativum,S-allyl-L-cysteine,9793905,15862674,
Allium sativum,S-allyl-L-cysteine,9793905,12703902,
Allium sativum,S-allyl-L-cysteine,9793905,18023978,
Allium sativum,S-allyl-L-cysteine,9793905,17262437,
Allium sativum,S-allyl-L-cysteine,9793905,11238799,
Allium sativum,S-allyl cysteine,98280,25411519,
Allium sativum,S-allyl cysteine,98280,12042421,
Allium sativum,S-allylcysteine,98280,24379960,
Allium sativum,S-allyl cysteine,98280,24062606,
Allium sativum,S-allylcysteine,98280,24096643,
Allium sativum,S-allyl cysteine,98280,24237225,
Allium sativum,S-allylcysteine,98280,23127645,
Allium sativum,S-allyl cysteine,98280,24550592,
Allium sativum,S-allylcysteine,98280,15161248,
Allium sativum,S-allylcysteine,98280,16484558,
Allium sativum,S-allylcysteine,98280,21499478,
Allium sativum,S-allyl cysteine,98280,10757551,
Alpinia zerumbet,eucalyptol,2758,19524416,
Ammi majus,psoralen,6199,17226218,
Ammi majus,xanthotoxin,4114,,ISBN: 0-7484-0620-4
Ammi majus,(+)-Marmesin,334704,17226218,
Ammi majus,alloimperatorin,69502,,ISBN: 0-7484-0620-4
Ammi majus,astragalin,5282102,9883598,
Ammi majus,isorhamnetin 3-glucoside,44259381,9883598,
Ammi majus,narcissin,44258019,9883598,
Ammi majus,majurin,5318874,,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0028-1099432
Andrographis paniculata,n-hexadecanoic acid,985,25250382,
Andrographis paniculata,propylparaben,7175,12517121,
Andrographis paniculata,p-hydroxybenzoic acid propyl ester,7175,12517121,
Andrographis paniculata,p-hydroxybenzoic acid methyl ester,7456,12517121,
Andrographis paniculata,methylparaben,7456,12517121,
Andrographis paniculata,palmitic acid methyl ester,8181,25250382,
Andrographis paniculata,stearic acid methyl ester,8201,25250382,
Andrographis paniculata,p-hydroxybenzoic acid ethyl ester,8434,12517121,
Andrographis paniculata,ethylparaben,8434,12517121,
Andrographis paniculata,"eicosanoic acid, methyl ester",14259,25250382,
Andrographis paniculata,heptadecanoic acid methyl ester,15609,25250382,
Andrographis paniculata,7-O-methylwogonin,188316,16711423,
Andrographis paniculata,"5-hydroxy-7,8-dimethoxyflavone",188316,20085279,
Andrographis paniculata,"5-hydroxy-7,8-dimethoxyflavone",188316,20465823,
Andrographis paniculata,7-O-methylwogonin,188316,20465823,
Andrographis paniculata,squalene,638072,25250382,
Andrographis paniculata,palmitoleic acid methyl ester,643801,25250382,
Andrographis paniculata,wogonoside,3084961,25888070,
Andrographis paniculata,"5,7,4'-trihydroxyflavone",5280443,16711423,
Andrographis paniculata,apigenin,5280443,25888070,
Andrographis paniculata,"5,7,3',4'-tetrahydroxyflavone",5280445,16711423,
Andrographis paniculata,isoquercetin,5280804,25888070,
Andrographis paniculata,"linoleic acid, methyl ester",5284421,25250382,
Andrographis paniculata,andrographidine C,5318484,16711423,
Andrographis paniculata,andrographolide,5318517,24170124,
Andrographis paniculata,andrographolide,5318517,15539030,
Andrographis paniculata,andrographolide,5318517,25675944,
Andrographis paniculata,andrographolide,5318517,25389663,
Andrographis paniculata,andrographolide,5318517,17156791,
Andrographis paniculata,andrographolide,5318517,19930808,
Andrographis paniculata,andrographolide,5318517,12564684,
Andrographis paniculata,andrographolide,5318517,18824206,
Andrographis paniculata,andrographolide,5318517,15894448,
Andrographis paniculata,andrographolide,5318517,25508601,
Andrographis paniculata,andrographolide,5318517,18371788,
Andrographis paniculata,andrographolide,5318517,21760808,
Andrographis paniculata,andrographolide,5318517,11681575,
Andrographis paniculata,andrographolide,5318517,20446243,
Andrographis paniculata,andrographolide,5318517,17165582,
Andrographis paniculata,andrographolide,5318517,12184176,
Andrographis paniculata,andrographolide,5318517,25470974,
Andrographis paniculata,andrographolide,5318517,25095339,
Andrographis paniculata,andrographolide,5318517,22017767,
Andrographis paniculata,andrographolide,5318517,24508679,
Andrographis paniculata,andrographolide,5318517,15508831,
Andrographis paniculata,andrographolide,5318517,18796235,
Andrographis paniculata,andrographolide,5318517,22738787,
Andrographis paniculata,andrographolide,5318517,21214463,
Andrographis paniculata,andrographolide,5318517,24171780,
Andrographis paniculata,andrographolide,5318517,20085279,
Andrographis paniculata,andrographolide,5318517,24912126,
Andrographis paniculata,andrographolide,5318517,24084022,
Andrographis paniculata,andrographolide,5318517,20835957,
Andrographis paniculata,andrographolide,5318517,17127022,
Andrographis paniculata,andrographolide,5318517,19540299,
Andrographis paniculata,andrographolide,5318517,25888070,
Andrographis paniculata,andrographolide,5318517,22227359,
Andrographis paniculata,andrographolide,5318517,16358699,
Andrographis paniculata,andrographolide,5318517,23320627,
Andrographis paniculata,andrographolide,5318517,20465823,
Andrographis paniculata,andrographolide,5318517,15595451,
Andrographis paniculata,andrographolide,5318517,25775801,
Andrographis paniculata,"9,12,15-octadecatrienoic acid methyl ester (Z,Z,Z)-",5319706,25250382,
Andrographis paniculata,ergosterol peroxide,5351516,20085279,
Andrographis paniculata,"5-hydroxy-7,8,2',5'-tetramethoxy-flavone",10948318,16711423,
Andrographis paniculata,"5-hydroxy-7,8,2',5'-tetramethoxyflavone",10948318,20465823,
Andrographis paniculata,14-deoxyandrographolide,11624161,25508601,
Andrographis paniculata,14-deoxy-andrographolide,11624161,17165582,
Andrographis paniculata,14-deoxyandrographolide,11624161,22587518,
Andrographis paniculata,14-deoxyandrographolide,11624161,25470974,
Andrographis paniculata,14-deoxyandrographolide,11624161,24508679,
Andrographis paniculata,14-deoxyandrographolide,11624161,18796235,
Andrographis paniculata,14-deoxy-andrographolide,11624161,22227359,
Andrographis paniculata,14-deoxyandrographolide,11624161,23320627,
Andrographis paniculata,14-deoxyandrographolide,11624161,20465823,
Andrographis paniculata,andrograpanin,11666871,24170124,
Andrographis paniculata,"3,14-di-deoxyandrographolide",11666871,17165582,
Andrographis paniculata,andrograpanin,11666871,20465823,
Andrographis paniculata,bisandrographolide,12000062,17165582,
Andrographis paniculata,dihydroskullcapflavone,12098358,16711423,
Andrographis paniculata,7-O-methyldihydrowogonin,13963770,16711423,
Andrographis paniculata,"5-hydroxy-7,8-dimethoxyflavanone",13963770,20085279,
Andrographis paniculata,"5-hydroxy-7,8-dimethoxyflavanone",13963770,20465823,
Andrographis paniculata,deoxyandrographolide,21679042,25775801,
Andrographis paniculata,deoxyandrographolide,21679042,25389663,
Andrographis paniculata,deoxyandrographolide,21679042,19930808,
Andrographis paniculata,deoxyandrographolide,21679042,11681575,
Andrographis paniculata,deoxyandrographolide,21679042,12184176,
Andrographis paniculata,deoxyandrographolide,21679042,22738787,
Andrographis paniculata,deoxyandrographolide,21679042,25888070,
Andrographis paniculata,andropanoside,44575270,25888070,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographiside",44575271,17165582,
Andrographis paniculata,andrographiside,44593583,17165582,
Andrographis paniculata,"19-O-acetyl-14-deoxy-11,12-didehydroandrographolide",46179874,20085279,
Andrographis paniculata,14-deoxy-11-oxoandrographolide,101593061,25389663,
Andrographis paniculata,14-deoxy-11-oxoandrographolide,101593061,19930808,
Andrographis paniculata,dehydroandrographolide succinate,11854372,22902987,
Andrographis paniculata,10-octadecenoic acid methyl ester,12830109,25250382,
Andrographis paniculata,chlorogenic acid,1794427,24508679,
Andrographis paniculata,chlorogenic acid,1794427,25888070,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,20446243,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,25508601,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,17165582,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,22587518,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,25470974,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,22017767,
Andrographis paniculata,"14-deoxy-11,12-didehydro-andrographolide",2772111,24508679,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,18796235,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,20085279,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,19540299,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,25888070,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,22227359,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,23320627,
Andrographis paniculata,"14-deoxy-11,12-didehydroandrographolide",2772111,15595451,
Andrographis paniculata,9-hexadecenoic acid,445638,25250382,
Andrographis paniculata,dehydroandrographolide,51066534,15539030,
Andrographis paniculata,dehydroandrographolide,51066534,25389663,
Andrographis paniculata,dehydroandrographolide,51066534,17156791,
Andrographis paniculata,dehydroandrographolide,51066534,19930808,
Andrographis paniculata,dehydroandrographolide,51066534,15894448,
Andrographis paniculata,dehydroandrographolide,51066534,18371788,
Andrographis paniculata,dehydroandrographolide,51066534,25095339,
Andrographis paniculata,dehydroandrographolide,51066534,18796235,
Andrographis paniculata,dehydroandrographolide,51066534,22738787,
Andrographis paniculata,dehydroandrographolide,51066534,24084022,
Andrographis paniculata,dehydroandrographolide,51066534,16358699,
Andrographis paniculata,phytol,5280435,25250382,
Andrographis paniculata,9-hexadecenoic acid methyl ester (Z)-,5352982,25250382,
Andrographis paniculata,"9,12-octadecadienoic acid, methyl ester",5362793,25250382,
Andrographis paniculata,hexadecanoic acid methyl ester,631084,25250382,
Andrographis paniculata,octadecanoic acid methyl ester,633404,25250382,
Andrographis paniculata,14-acetylandrographolide,71589914,20465823,
Andrographis paniculata,neoandrographolide,9848024,24170124,
Andrographis paniculata,neoandrographolide,9848024,25389663,
Andrographis paniculata,neoandrographolide,9848024,19930808,
Andrographis paniculata,neoandrographolide,9848024,12564684,
Andrographis paniculata,neoandrographolide,9848024,20446243,
Andrographis paniculata,neoandrographolide,9848024,25508601,
Andrographis paniculata,neoandrographolide,9848024,11681575,
Andrographis paniculata,neoandrographolide,9848024,17165582,
Andrographis paniculata,neoandrographolide,9848024,12184176,
Andrographis paniculata,neoandrographolide,9848024,25470974,
Andrographis paniculata,neoandrographolide,9848024,25095339,
Andrographis paniculata,neoandrographolide,9848024,22017767,
Andrographis paniculata,neoandrographolide,9848024,24508679,
Andrographis paniculata,neoandrographolide,9848024,15508831,
Andrographis paniculata,neoandrographolide,9848024,18796235,
Andrographis paniculata,neoandrographolide,9848024,24084022,
Andrographis paniculata,neoandrographolide,9848024,23320627,
Andrographis paniculata,neoandrographolide,9848024,20465823,
Andrographis paniculata,neoandrographolide,9848024,15595451,
Andrographis paniculata,neoandrographolide,9848024,25775801,
Angelica dahurica,alloisoimperatorin,5317436,23234138,
Angelica dahurica,bergapten,2355,23234138,
Angelica dahurica,bergapten,2355,25210323,
Angelica dahurica,bergapten,2355,19386459,
Angelica dahurica,bergapten,2355,21960288,
Angelica dahurica,bergapten,2355,18436412,
Angelica dahurica,bergapten,2355,22930555,
Angelica dahurica,bergapten,2355,25660525,
Angelica dahurica,bergapten,2355,19879083,
Angelica dahurica,bergapten,2355,24481589,
Angelica dahurica,bergapten,2355,23774663,
Angelica dahurica,dibutyl phthalate,3026,23234138,
Angelica dahurica,xanthotoxin,4114,25210323,
Angelica dahurica,xanthotoxin,4114,19386459,
Angelica dahurica,xanthotoxin,4114,18436412,
Angelica dahurica,xanthotoxin,4114,19879083,
Angelica dahurica,xanthotoxin,4114,23234138,
Angelica dahurica,xanthotoxin,4114,23774663,
Angelica dahurica,pimpinellin,4825,20931624,
Angelica dahurica,psoralen,6199,23774663,
Angelica dahurica,psoralen,6199,19879083,
Angelica dahurica,psoralen,6199,23234138,
Angelica dahurica,scoparone,8417,23234138,
Angelica dahurica,imperatorin,10212,23234138,
Angelica dahurica,imperatorin,10212,15706851,
Angelica dahurica,imperatorin,10212,25210323,
Angelica dahurica,imperatorin,10212,20082250,
Angelica dahurica,imperatorin,10212,19530154,
Angelica dahurica,imperatorin,10212,16318908,
Angelica dahurica,imperatorin,10212,20803124,
Angelica dahurica,imperatorin,10212,12774632,
Angelica dahurica,imperatorin,10212,21960288,
Angelica dahurica,imperatorin,10212,16261512,
Angelica dahurica,imperatorin,10212,24079230,
Angelica dahurica,imperatorin,10212,23353658,
Angelica dahurica,imperatorin,10212,18436412,
Angelica dahurica,imperatorin,10212,15503772,
Angelica dahurica,imperatorin,10212,11059825,
Angelica dahurica,imperatorin,10212,15527142,
Angelica dahurica,imperatorin,10212,20931624,
Angelica dahurica,imperatorin,10212,2239320,
Angelica dahurica,imperatorin,10212,18968298,
Angelica dahurica,imperatorin,10212,20540163,
Angelica dahurica,imperatorin,10212,19402180,
Angelica dahurica,imperatorin,10212,20549974,
Angelica dahurica,imperatorin,10212,16542667,
Angelica dahurica,imperatorin,10212,21240762,
Angelica dahurica,imperatorin,10212,23586066,
Angelica dahurica,imperatorin,10212,19795362,
Angelica dahurica,imperatorin,10212,25660525,
Angelica dahurica,imperatorin,10212,16676120,
Angelica dahurica,imperatorin,10212,22454682,
Angelica dahurica,imperatorin,10212,15810589,
Angelica dahurica,imperatorin,10212,20518298,
Angelica dahurica,imperatorin,10212,16289449,
Angelica dahurica,imperatorin,10212,19879083,
Angelica dahurica,imperatorin,10212,24481589,
Angelica dahurica,imperatorin,10212,23774663,
Angelica dahurica,osthole,10228,19795362,
Angelica dahurica,osthole,10228,19879083,
Angelica dahurica,osthole,10228,23774663,
Angelica dahurica,isopsoralen,10658,23774663,
Angelica dahurica,?-phellandrene,11142,21657081,
Angelica dahurica,?-myrcene,31253,21657081,
Angelica dahurica,adenosine,60961,25210323,
Angelica dahurica,adenosine,60961,19386459,
Angelica dahurica,xanthotoxol,65090,25210323,
Angelica dahurica,xanthotoxol,65090,23234138,
Angelica dahurica,xanthotoxol,65090,19386459,
Angelica dahurica,xanthotoxol,65090,16318908,
Angelica dahurica,xanthotoxol,65090,18436412,
Angelica dahurica,xanthotoxol,65090,20931624,
Angelica dahurica,xanthotoxol,65090,22930555,
Angelica dahurica,xanthotoxol,65090,19879083,
Angelica dahurica,?-terpinene,66841,21657081,
Angelica dahurica,isopimpinellin,68079,19386459,
Angelica dahurica,isopimpinellin,68079,18436412,
Angelica dahurica,isopimpinellin,68079,24481589,
Angelica dahurica,isoimperatorin,68081,15706851,
Angelica dahurica,isoimperatorin,68081,20082250,
Angelica dahurica,isoimperatorin,68081,19530154,
Angelica dahurica,isoimperatorin,68081,25210323,
Angelica dahurica,isoimperatorin,68081,23234138,
Angelica dahurica,isoimperatorin,68081,17374518,
Angelica dahurica,isoimperatorin,68081,21960288,
Angelica dahurica,isoimperatorin,68081,24079230,
Angelica dahurica,isoimperatorin,68081,16261512,
Angelica dahurica,isoimperatorin,68081,15503772,
Angelica dahurica,isoimperatorin,68081,23353658,
Angelica dahurica,isoimperatorin,68081,15527142,
Angelica dahurica,isoimperatorin,68081,18436412,
Angelica dahurica,isoimperatorin,68081,11059825,
Angelica dahurica,isoimperatorin,68081,18968298,
Angelica dahurica,isoimperatorin,68081,20540163,
Angelica dahurica,isoimperatorin,68081,2239320,
Angelica dahurica,isoimperatorin,68081,20549974,
Angelica dahurica,isoimperatorin,68081,19402180,
Angelica dahurica,isoimperatorin,68081,21240762,
Angelica dahurica,isoimperatorin,68081,19795362,
Angelica dahurica,isoimperatorin,68081,16676120,
Angelica dahurica,isoimperatorin,68081,16542667,
Angelica dahurica,isoimperatorin,68081,25660525,
Angelica dahurica,isoimperatorin,68081,15810589,
Angelica dahurica,isoimperatorin,68081,19879083,
Angelica dahurica,isoimperatorin,68081,24481589,
Angelica dahurica,suberosin,68486,21657081,
Angelica dahurica,suberosin,68486,18436412,
Angelica dahurica,alloimperatorin,69502,18436412,
Angelica dahurica,alloimperatorin,69502,24481589,
Angelica dahurica,alloimperatorin,69502,23234138,
Angelica dahurica,nodakenin,73191,16261512,
Angelica dahurica,phellopterin,98608,23234138,
Angelica dahurica,phellopterin,98608,16261512,
Angelica dahurica,phellopterin,98608,20540163,
Angelica dahurica,phellopterin,98608,19402180,
Angelica dahurica,phellopterin,98608,25660525,
Angelica dahurica,phellopterin,98608,24481589,
Angelica dahurica,isogospherol,148619,24481589,
Angelica dahurica,ulopterol,176475,23234138,
Angelica dahurica,oxyimperatorin,182251,15706851,
Angelica dahurica,scopolin,439514,24481589,
Angelica dahurica,?-maaliene,521242,21657081,
Angelica dahurica,neobyakangelicol,616064,24481589,
Angelica dahurica,dehydrogeijerin,620900,23234138,
Angelica dahurica,pablohopin,620900,23234138,
Angelica dahurica,isooxypeucedanin,625383,24481589,
Angelica dahurica,cnidilin,821449,21960288,
Angelica dahurica,cnidilin,821449,19386459,
Angelica dahurica,cnidilin,821449,23353658,
Angelica dahurica,cnidilin,821449,24481589,
Angelica dahurica,cnidilin,821449,19879083,
Angelica dahurica,byakangelicol,3055167,18436412,
Angelica dahurica,byakangelicol,3055167,20540163,
Angelica dahurica,byakangelicol,3055167,19402180,
Angelica dahurica,byakangelicol,3055167,25660525,
